,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qbelo_prob1,qbelo_prob2,quality,score1,score2,winner
2281,ATL,LAR,1377.685,1688.761,0.1952065670519678,0.8047934329480322,1392.36234768,1684.30039028,0.156526994752,0.843473005248,48.0,6,38,1
2282,BUF,KC,1329.213,1672.195,0.1679546389264002,0.8320453610735998,1315.72072266,1691.73077233,0.16240241168,0.83759758832,17.0,7,29,1
2283,MIN,CHI,1647.763,1409.04,0.8517471098438336,0.1482528901561663,1636.94176631,1418.45050991,0.893514295397,0.106485704603,46.0,31,14,0
2284,ARI,NO,1498.663,1323.925,0.7989978840762826,0.2010021159237174,1499.69192478,1324.25057864,0.808613787849,0.191386212151,10.0,42,51,1
2285,SF,DET,1430.252,1466.105,0.5418477782503537,0.4581522217496463,1436.4353078,1459.42072679,0.555694786251,0.444305213749,2.0,14,26,1
2286,CLE,DAL,1569.146,1672.491,0.4450400765223362,0.5549599234776638,1573.8338014,1675.79332946,0.413421817738,0.586578182262,95.0,42,10,0
2287,NE,TEN,1282.618,1515.21,0.275930751255165,0.724069248744835,1289.26017309,1514.55610836,0.294514967891,0.705485032109,5.0,24,0,0
2288,NYG,PHI,1436.073,1384.433,0.6618241395640175,0.3381758604359824,1430.56612669,1377.80604287,0.643851124547,0.356148875453,10.0,20,23,1
2289,CIN,OAK,1372.557,1698.452,0.1821523951231373,0.8178476048768626,1377.56448589,1694.73473306,0.164546502045,0.835453497955,57.0,31,17,0
2290,NYJ,MIA,1632.274,1391.139,0.8534918229462994,0.1465081770537005,1625.73658577,1393.21405084,0.848524540612,0.151475459388,45.0,34,31,0
2291,PIT,GB,1318.278,1578.893,0.2448907112827447,0.7551092887172552,1322.78970755,1582.11703676,0.329494198806,0.6705058011939999,1.0,34,38,1
2292,DEN,LAC,1408.678,1508.954,0.4494074859528697,0.5505925140471303,1401.26879274,1508.56069556,0.439276383718,0.560723616282,26.0,13,0,0
2293,IND,WSH,1605.446,1506.458,0.7199050772396273,0.2800949227603727,1596.36741262,1501.21930355,0.702996616817,0.297003383183,75.0,41,17,0
2294,CHI,PIT,1401.509,1311.039,0.7099121168801186,0.2900878831198814,1413.27885342,1312.86590241,0.69553844937,0.30446155063,0.0,38,7,0
2295,WSH,PHI,1489.677,1403.81,0.7044252097970587,0.2955747902029413,1483.29948003,1396.4537791,0.707132765582,0.292867234418,21.0,28,28,1
2296,KC,LAC,1681.546,1479.42,0.8231302498903265,0.1768697501096735,1700.36052786,1478.71492304,0.899053899223,0.1009461007769999,67.0,27,3,0
2297,OAK,DEN,1648.197,1438.212,0.8296206186172173,0.1703793813827827,1642.98571624,1431.11456527,0.820281525866,0.179718474134,66.0,41,10,0
2298,ARI,NYG,1457.368,1416.696,0.6475522109464139,0.3524477890535861,1457.62628886,1411.91839047,0.686282211685,0.3137177883149999,21.0,42,17,0
2299,TEN,CIN,1464.753,1422.812,0.649217605400472,0.350782394599528,1465.56709099,1429.31350271,0.678504156016,0.321495843984,28.0,31,31,1
2300,LAR,SF,1701.039,1402.083,0.8904259288209371,0.1095740711790629,1693.49462837,1407.50189222,0.898413535168,0.1015864648319999,68.0,41,30,0
2301,DAL,NO,1632.994,1365.221,0.8716464549352277,0.1283535450647722,1633.2257598,1366.31621456,0.860159143391,0.139840856609,48.0,33,17,0
2302,NYJ,BUF,1635.84,1319.862,0.8996268801480387,0.1003731198519612,1629.41294325,1307.09096712,0.91555917732,0.0844408226799999,15.0,16,6,0
2303,MIN,CLE,1655.294,1608.642,0.6553681915639318,0.3446318084360682,1642.11342279,1616.40137106,0.647706717375,0.352293282625,97.0,51,3,0
2304,IND,GB,1622.227,1586.132,0.6415158857704333,0.3584841142295667,1614.28723615,1592.04084189,0.587408416391,0.4125915836089999,92.0,14,6,0
2305,NE,MIA,1333.076,1387.574,0.515108991576025,0.484891008423975,1338.24919046,1389.53769337,0.524572537188,0.475427462812,2.0,16,17,1
2306,DET,ATL,1494.275,1365.408,0.7532438033875271,0.2467561966124729,1488.35414238,1383.16810959,0.656697477539,0.343302522461,5.0,27,21,0
2307,DEN,TEN,1427.715,1460.202,0.5466538618432607,0.4533461381567393,1420.05164239,1460.14632741,0.488139106329,0.5118608936710001,30.0,20,20,1
2308,NYG,NO,1394.783,1358.903,0.6412312119670848,0.3587687880329152,1392.51623015,1359.46691547,0.610267017142,0.3897329828579999,4.0,24,25,1
2309,WSH,DAL,1483.442,1639.312,0.3721300267710858,0.6278699732289141,1477.04537551,1640.07505889,0.365315308446,0.634684691554,80.0,28,41,1
2310,CIN,NE,1427.363,1325.901,0.7227677424546568,0.2772322575453432,1434.73426628,1330.97828806,0.72388346746,0.27611653254,5.0,14,25,1
2311,OAK,LAC,1658.695,1469.266,0.8122369109850115,0.1877630890149885,1654.04863911,1472.94234788,0.792245811077,0.207754188923,79.0,21,16,0
2312,SF,IND,1397.41,1637.289,0.267629211074097,0.732370788925903,1403.32004459,1631.76167035,0.277791869276,0.722208130724,52.0,20,17,0
2313,ATL,CHI,1356.582,1420.289,0.5018607679877645,0.4981392320122355,1369.69131237,1433.21520298,0.518784201718,0.481215798282,3.0,48,31,0
2314,BUF,MIA,1315.759,1394.749,0.4798776457959243,0.5201223542040757,1303.79278472,1396.80859577,0.677539754333,0.322460245667,0.0,28,3,0
2315,NYJ,KC,1639.943,1691.7,0.5190489847072903,0.4809510152927096,1632.71112565,1706.13310302,0.463984382793,0.536015617207,99.0,16,34,1
2316,PIT,CLE,1292.259,1583.113,0.2141447992991454,0.7858552007008546,1292.92955285,1590.08563855,0.163834201732,0.836165798268,7.0,3,24,1
2317,DET,ARI,1503.1,1479.282,0.6251059041430049,0.374894095856995,1501.8309396,1477.02844917,0.479778037226,0.520221962774,31.0,20,0,0
2318,GB,MIN,1571.071,1680.823,0.4359505217881164,0.5640494782118836,1574.56640769,1668.4291553,0.404053400058,0.5959465999419999,97.0,7,9,1
2319,PHI,LAR,1410.044,1705.711,0.2095191994823421,0.7904808005176578,1402.70788362,1697.67647599,0.182621056422,0.817378943578,74.0,17,23,1
2320,LAR,DAL,1713.092,1658.174,0.6660344379818046,0.3339655620181954,1703.86450312,1658.52980861,0.670065591689,0.3299344083109999,100.0,24,23,0
2321,MIA,TEN,1360.64,1461.625,0.4483978094056822,0.5516021905943178,1376.61985633,1459.82296826,0.31969151985,0.68030848015,1.0,7,32,1
2322,ARI,PHI,1457.34,1402.664,0.6657245035500239,0.3342754964499761,1445.57990886,1396.51985648,0.685047495269,0.314952504731,17.0,30,34,1
2323,LAC,DEN,1463.235,1426.292,0.6426377185044716,0.3573622814955284,1466.33088366,1420.37500155,0.515340837544,0.484659162456,8.0,45,24,0
2324,MIN,PIT,1690.211,1280.253,0.9390078130441648,0.0609921869558353,1677.0558499,1284.08466565,0.940672763629,0.059327236371,31.0,52,14,0
2325,NO,SF,1368.22,1419.469,0.5197789531749877,0.4802210468250123,1368.28436591,1424.9176778,0.521574775325,0.478425224675,8.0,43,38,0
2326,NE,BUF,1364.761,1349.868,0.6129907086122365,0.3870092913877635,1370.27214572,1323.98152417,0.609812441608,0.390187558392,2.0,35,21,0
2327,NYJ,CIN,1609.192,1388.502,0.8381549833905908,0.1618450166094092,1604.9917313,1395.44040862,0.815722854291,0.184277145709,49.0,40,7,0
2328,CHI,IND,1391.51,1615.23,0.2862502944533679,0.713749705546632,1407.38231035,1610.16403715,0.273412124574,0.726587875426,37.0,21,24,1
2329,GB,DET,1561.683,1525.042,0.6422383763469132,0.3577616236530868,1565.93971309,1533.27947991,0.710132882954,0.289867117046,58.0,10,16,1
2330,CLE,NYG,1595.119,1385.466,0.8293503075082468,0.1706496924917532,1598.93052575,1383.69877972,0.829347827159,0.1706521728409999,40.0,28,17,0
2331,KC,OAK,1722.451,1664.726,0.6696188957704639,0.3303811042295361,1733.85249737,1660.66010333,0.701703950329,0.298296049671,100.0,24,27,1
2332,WSH,ATL,1464.58,1385.361,0.6963953774331607,0.3036046225668393,1458.59062579,1395.52420501,0.700865135229,0.299134864771,19.0,27,20,0
2333,KC,DEN,1702.788,1405.178,0.8896676656750564,0.1103323343249436,1713.26232953,1390.47249451,0.894025244038,0.105974755962,72.0,31,17,0
2334,TEN,LAC,1490.373,1484.349,0.600811381066551,0.399188618933449,1479.8886844,1496.2333907,0.643467228773,0.356532771227,22.0,17,21,1
2335,DAL,SF,1653.784,1402.367,0.8607391457756804,0.1392608542243195,1654.14932793,1407.73673326,0.856389558627,0.143610441373,64.0,24,24,1
2336,DET,MIN,1551.248,1693.886,0.3900932523547594,0.6099067476452407,1562.72997425,1680.7099564,0.325535442816,0.674464557184,89.0,0,27,1
2337,NO,PHI,1385.322,1425.326,0.535910200179918,0.464089799820082,1385.46531044,1419.82085058,0.558165477964,0.441834522036,11.0,26,17,0
2338,NYJ,OAK,1619.295,1684.388,0.4998661622446664,0.5001338377553336,1616.64604837,1681.25027117,0.508956710616,0.491043289384,98.0,14,27,1
2339,WSH,LAR,1476.43,1717.482,0.2663078068328723,0.7336921931671276,1470.75661282,1708.24498379,0.269352141328,0.730647858672,91.0,13,24,1
2340,GB,NYG,1535.478,1377.927,0.7826380747293737,0.2173619252706262,1536.48921875,1376.05724355,0.649026696039,0.350973303961,7.0,20,10,0
2341,ARI,PIT,1434.679,1276.577,0.783177165897944,0.216822834102056,1422.27891477,1280.43055915,0.734325337558,0.265674662442,1.0,47,10,0
2342,IND,ATL,1622.632,1373.512,0.8591466164250974,0.1408533835749026,1617.15065689,1383.35821798,0.828922052379,0.171077947621,42.0,13,6,0
2343,MIA,NE,1331.891,1384.987,0.5171245326919035,0.4828754673080965,1356.55414019,1391.04703322,0.330734785771,0.669265214229,0.0,23,38,1
2344,CHI,CLE,1384.108,1602.659,0.2923680605677833,0.7076319394322166,1400.3956906,1606.57206193,0.263154952886,0.736845047114,36.0,24,28,1
2345,BUF,CIN,1329.642,1378.4,0.5233571045520822,0.4766428954479178,1303.20663667,1383.78609155,0.505983248905,0.494016751095,2.0,16,13,0
2346,TEN,NYJ,1470.388,1592.912,0.4179645436725531,0.5820354563274469,1458.1531414,1589.73922793,0.429981824146,0.5700181758539999,66.0,26,34,1
2347,SF,CHI,1413.369,1375.311,0.6441103923662392,0.3558896076337607,1418.59971412,1392.61070361,0.67405117647,0.32594882353,6.0,42,21,0
2348,CLE,GB,1611.456,1544.944,0.6807115945392341,0.3192884054607658,1614.35704891,1552.70971714,0.783103279253,0.2168967207469999,65.0,20,7,0
2349,IND,DET,1627.758,1526.136,0.7229522563486748,0.2770477436513252,1623.32200919,1541.85659825,0.674445325562,0.325554674438,85.0,17,17,1
2350,MIA,DEN,1303.06,1400.048,0.4540952009896949,0.5459047990103051,1338.6184213,1385.44081079,0.330685893995,0.6693141060050001,0.0,27,24,0
2351,ATL,NO,1368.386,1406.454,0.5386808193387801,0.4613191806612199,1377.18686568,1405.68909551,0.522578332018,0.477421667982,7.0,45,17,0
2352,KC,BUF,1707.918,1342.76,0.9224555947742078,0.0775444052257922,1718.29401325,1316.90644561,0.892824386343,0.107175613657,39.0,22,19,0
2353,LAC,NE,1504.334,1413.819,0.7099654600441225,0.2900345399558774,1517.9689337,1408.98275211,0.619501384642,0.380498615358,20.0,28,18,0
2354,LAR,MIN,1729.736,1718.998,0.6073014388164325,0.3926985611835675,1720.3039619,1701.58333241,0.631679802392,0.368320197608,100.0,13,20,1
2355,PIT,DAL,1262.255,1642.782,0.1398761001539393,0.8601238998460606,1262.6964578,1643.28634708,0.115881034225,0.884118965775,10.0,7,10,1
2356,OAK,CIN,1710.771,1365.281,0.9139596763791612,0.0860403236208386,1708.1570916,1370.08628261,0.910600307539,0.0893996924609999,62.0,37,17,0
2357,PHI,WSH,1404.194,1464.175,0.5072224192233482,0.4927775807766518,1399.59706551,1458.69763471,0.463940791743,0.5360592082569999,18.0,29,34,1
2358,NYG,ARI,1368.46,1449.001,0.477649607596129,0.5223503924038709,1359.83674515,1440.01301612,0.505903855425,0.4940961445749999,5.0,49,6,0
2359,OAK,KC,1715.186,1709.717,0.6000448945650113,0.3999551054349887,1712.67653468,1720.80136857,0.569734800467,0.430265199533,100.0,10,6,0
2360,DAL,IND,1646.173,1620.958,0.6269885787037127,0.3730114212962873,1645.98837037,1618.00496759,0.638011333999,0.361988666001,95.0,27,10,0
2361,LAC,BUF,1517.325,1340.962,0.8004959784733788,0.1995040215266211,1535.34469873,1314.39909029,0.80873859636,0.19126140364,17.0,45,6,0
2362,DEN,CIN,1384.689,1360.866,0.625112649211117,0.374887350788883,1365.96899671,1365.56683953,0.521223569472,0.478776430528,1.0,27,16,0
2363,TEN,NE,1452.489,1400.828,0.6618511948234842,0.3381488051765158,1439.65903059,1391.60698708,0.554744865879,0.445255134121,6.0,27,23,0
2364,WSH,NO,1482.393,1375.761,0.728691361907631,0.271308638092369,1475.14205317,1373.38088315,0.719793543879,0.280206456121,18.0,17,14,0
2365,MIN,SF,1745.155,1434.386,0.8968866152908498,0.1031133847091502,1728.88559204,1437.33262392,0.936287309519,0.063712690481,53.0,10,7,0
2366,PHI,ATL,1385.976,1399.078,0.5741366472773061,0.4258633527226939,1383.15264705,1409.49507804,0.524996963329,0.4750030366709999,7.0,3,27,1
2367,CHI,GB,1354.294,1529.042,0.347111508695165,0.652888491304835,1373.87779382,1542.3039334,0.43979460582,0.56020539418,7.0,3,21,1
2368,ARI,CLE,1409.186,1627.358,0.292819634500885,0.707180365499115,1402.46295869,1624.76283266,0.253303344351,0.746696655649,47.0,21,27,1
2369,MIA,NYJ,1318.419,1610.811,0.2126586530774229,0.7873413469225771,1358.09023537,1608.23333875,0.150952451582,0.849047548418,9.0,9,27,1
2370,PIT,NYG,1258.864,1408.275,0.3808578280231401,0.6191421719768598,1259.99443451,1397.38680258,0.37161585848,0.62838414152,0.0,17,21,1
2371,DET,LAR,1532.936,1703.579,0.3524858898429153,0.6475141101570847,1547.17363985,1693.00170226,0.360718084755,0.639281915245,95.0,28,0,0
2372,NYJ,KC,1622.161,1697.242,0.4854963447615549,0.514503655238445,1616.13658045,1707.66499467,0.43805609141,0.56194390859,98.0,6,13,1
2373,GB,ARI,1548.512,1398.532,0.7751327990325635,0.2248672009674365,1567.66154188,1393.23708694,0.686055153058,0.313944846942,21.0,45,28,0
2374,NO,PIT,1368.783,1247.057,0.7455240877123428,0.2544759122876572,1366.26011628,1248.47835692,0.733089717462,0.266910282538,0.0,27,24,0
2375,CHI,DET,1334.824,1578.743,0.2630956288592361,0.7369043711407639,1348.52018533,1593.26945575,0.236038140193,0.7639618598069999,28.0,3,20,1
2376,OAK,TEN,1727.66,1462.826,0.8697417294674313,0.1302582705325686,1725.81290858,1453.84341374,0.908838160372,0.0911618396279999,84.0,56,7,0
2377,ATL,MIN,1436.932,1747.597,0.1955785212396161,0.8044214787603838,1444.21642878,1730.36375772,0.226007494503,0.773992505497,86.0,10,3,0
2378,SF,PHI,1431.944,1348.121,0.70196948487623,0.29803051512377,1435.85445824,1348.43129632,0.575038441272,0.424961558728,1.0,14,13,0
2379,LAR,IND,1657.772,1600.245,0.6693666942439979,0.3306333057560021,1646.90588636,1598.04844097,0.687601474293,0.312398525707,93.0,7,13,1
2380,NYG,CLE,1420.081,1638.012,0.2931069955514973,0.7068930044485027,1408.90288017,1633.98870441,0.276777545154,0.723222454846,59.0,27,14,0
2381,DAL,WSH,1666.887,1489.371,0.8015538402018256,0.1984461597981743,1665.94489699,1482.26282004,0.800589469461,0.199410530539,84.0,20,10,0
2382,MIN,LAR,1709.937,1630.185,0.6970436911452945,0.3029563088547055,1694.56649524,1618.77262224,0.709299727291,0.290700272709,98.0,23,20,0
2383,DAL,CLE,1675.459,1597.914,0.6943541343000826,0.3056458656999173,1674.60569017,1592.9071929,0.730982003947,0.269017996053,97.0,14,38,1
2384,MIN,CLE,1717.818,1645.712,0.6876693189008922,0.3123306810991078,1702.34432249,1644.28816259,0.669380922225,0.330619077775,99.0,27,7,0
2385,OAK,KC,1736.523,1717.341,0.618831277788451,0.3811687222115489,1731.71037335,1725.88215024,0.626220737891,0.373779262109,100.0,7,17,1
2386,MIN,KC,1735.72,1748.2,0.4820475567764211,0.5179524432235789,1721.3629518,1757.83536357,0.451718825714,0.548281174286,100.0,7,23,1
2387,LAR,ARI,1583.202,1426.127,0.782171583704913,0.2178284162950869,1575.66319666,1419.0636937,0.792863938717,0.207136061283,43.0,34,13,0
2388,NYG,CHI,1475.119,1382.173,0.7128385309024614,0.2871614690975386,1468.32292778,1392.11037182,0.709321439912,0.2906785600879999,17.0,16,24,1
2389,NE,MIA,1428.661,1373.046,0.6669262987192774,0.3330737012807225,1419.94840262,1401.79132912,0.596415680637,0.403584319363,12.0,27,14,0
2390,NO,ATL,1418.525,1484.728,0.4982687507518439,0.501731249248156,1417.13141261,1488.34246084,0.474610997034,0.525389002966,25.0,3,14,1
2391,GB,DET,1541.903,1563.539,0.5620837676820842,0.4379162323179157,1558.20205885,1572.41605557,0.560374220165,0.4396257798349999,79.0,0,40,1
2392,CIN,OAK,1396.972,1638.776,0.2654628558077104,0.7345371441922897,1395.77905726,1634.83810668,0.252671050904,0.747328949096,51.0,31,21,0
2393,SF,WSH,1458.876,1488.866,0.5502135993077717,0.4497864006922283,1462.72693935,1484.06801791,0.561893327801,0.438106672199,39.0,26,17,0
2394,PIT,TEN,1328.702,1470.975,0.3905932645303926,0.6094067354696073,1329.36090286,1466.96396598,0.351820775206,0.6481792247939999,5.0,7,19,1
2395,MIN,KC,1640.706,1685.241,0.5294174883691514,0.4705825116308486,1632.4174888,1690.38138812,0.476398276291,0.523601723709,98.0,27,10,0
2396,BUF,DEN,1386.799,1436.731,0.5216710099121706,0.4783289900878293,1369.46960837,1428.57816689,0.500493613365,0.499506386635,4.0,10,25,1
2397,PHI,DAL,1397.834,1586.774,0.3288356427109613,0.6711643572890387,1396.79689702,1583.81648032,0.341720619493,0.658279380507,35.0,7,17,1
2398,LAC,IND,1522.059,1586.888,0.5002460887619431,0.4997539112380569,1533.69291764,1585.7878034,0.523145365099,0.476854634901,76.0,14,16,1
2399,CLE,NYJ,1586.873,1569.708,0.6160887827980656,0.3839112172019344,1585.17968885,1566.94628325,0.615686420241,0.384313579759,83.0,31,21,0
2400,MIN,NO,1667.659,1393.775,0.8755309178442006,0.1244690821557994,1662.13442237,1393.55206596,0.85934814623,0.14065185377,55.0,26,0,0
2401,DET,CIN,1606.125,1435.277,0.7953775318924755,0.2046224681075245,1614.57896461,1434.42012457,0.791246207301,0.2087537926989999,60.0,38,3,0
2402,BUF,LAR,1357.672,1595.434,0.2700245515886308,0.7299754484113692,1341.97951533,1587.58445388,0.228828713422,0.771171286578,21.0,0,19,1
2403,LAC,OAK,1511.067,1600.471,0.4649374646814324,0.5350625353185676,1522.12065229,1596.19703938,0.482955678148,0.517044321852,77.0,27,27,1
2404,TEN,MIA,1490.332,1356.38,0.7586440304606631,0.2413559695393369,1483.98479465,1381.52166013,0.720405655701,0.279594344299,19.0,10,20,1
2405,CHI,PHI,1415.921,1382.905,0.6374296633159253,0.3625703366840747,1425.21262694,1381.12134226,0.65037378054,0.34962621946,7.0,20,16,0
2406,ARI,WSH,1413.895,1468.477,0.5149882153625764,0.4850117846374235,1407.14243649,1464.30031022,0.485381116657,0.514618883343,17.0,27,17,0
2407,GB,ATL,1499.316,1509.478,0.5782693450859538,0.4217306549140461,1516.03914981,1511.92180748,0.574290685005,0.425709314995,53.0,27,24,0
2408,NE,NYJ,1445.327,1551.96,0.4403704326321608,0.5596295673678392,1440.21807161,1549.02121954,0.429786638586,0.5702133614139999,45.0,21,31,1
2409,DEN,PIT,1465.858,1309.345,0.7816198813548346,0.2183801186451653,1456.06825994,1312.34007419,0.764312865598,0.2356871344019999,2.0,16,13,0
2410,SF,CLE,1479.265,1604.622,0.4140026673381815,0.5859973326618184,1482.49464704,1603.10475257,0.431835138952,0.568164861048,72.0,34,31,0
2411,DAL,NYG,1601.703,1441.371,0.7853490857836093,0.2146509142163907,1599.49203507,1435.22067267,0.765342445143,0.234657554857,55.0,28,10,0
2412,IND,KC,1597.88,1658.288,0.5066080344469419,0.4933919655530581,1597.36006875,1660.66445455,0.479555217605,0.520444782395,95.0,24,44,1
2413,CLE,PIT,1587.916,1303.844,0.8817825709008589,0.1182174290991411,1587.11583258,1306.37048669,0.803357699533,0.196642300467,4.0,15,7,0
2414,MIA,OAK,1396.38,1599.402,0.3111992843876609,0.688800715612339,1419.09139094,1595.85321717,0.348001050927,0.651998949073,52.0,20,13,0
2415,ATL,SF,1498.069,1495.971,0.5953789482954996,0.4046210517045003,1500.42943078,1498.48356702,0.57208863867,0.4279113613299999,55.0,21,20,0
2416,BUF,NYJ,1342.671,1572.687,0.2789032329368696,0.7210967670631303,1329.76108001,1569.30904353,0.262691554776,0.737308445224,19.0,34,31,0
2417,NE,IND,1424.6,1566.968,0.3904631022021189,0.6095368977978811,1419.93024762,1568.39508248,0.336718529282,0.6632814707179999,48.0,6,14,1
2418,GB,MIN,1510.725,1674.768,0.3612051353329493,0.6387948646670507,1527.53152651,1670.01540487,0.395374132834,0.604625867166,87.0,13,10,0
2419,DEN,KC,1471.359,1689.2,0.2932143511303989,0.7067856488696012,1462.03784743,1689.62944082,0.244102990011,0.755897009989,77.0,26,13,0
2420,CIN,TEN,1422.032,1450.332,0.5526199810209189,0.4473800189790811,1420.92991954,1446.41506384,0.531406921967,0.468593078033,19.0,13,20,1
2421,NO,NYG,1386.666,1429.905,0.5312757097361097,0.4687242902638903,1385.67108346,1422.59737388,0.519600505765,0.4803994942349999,7.0,14,10,0
2422,LAR,LAC,1610.435,1512.136,0.7191046280408365,0.2808953719591635,1599.8028892,1522.4644745,0.693300992933,0.306699007067,80.0,37,10,0
2423,PHI,WSH,1371.732,1445.327,0.4876333233547255,0.5123666766452746,1370.50830861,1439.70946516,0.491120545603,0.508879454397,7.0,21,33,1
2424,ARI,DAL,1437.046,1613.169,0.345319917493905,0.654680082506095,1431.73328155,1612.11533387,0.321328298738,0.678671701262,53.0,20,7,0
2425,DET,CHI,1619.37,1427.094,0.8147235329018783,0.1852764670981217,1628.06916963,1435.82566059,0.813092728626,0.1869072713739999,62.0,28,14,0
2426,NYJ,MIA,1551.072,1426.944,0.7481384049679815,0.2518615950320185,1546.95192081,1447.40506453,0.704906577264,0.295093422736,49.0,6,20,1
2427,TEN,IND,1473.705,1583.544,0.4358273771763228,0.5641726228236772,1468.67126823,1582.65437376,0.446138953624,0.553861046376,58.0,20,24,1
2428,KC,NE,1649.11,1408.024,0.8534565488164992,0.1465434511835007,1645.7966611,1405.67095634,0.805598177213,0.194401822787,45.0,23,10,0
2429,CLE,CIN,1592.4,1398.659,0.8159931423006642,0.1840068576993357,1594.79663246,1398.67371515,0.83935825187,0.1606417481299999,43.0,30,27,0
2430,OAK,DEN,1568.838,1511.449,0.6691908598232745,0.3308091401767254,1567.53954357,1505.87062716,0.669178397535,0.330821602465,62.0,35,23,0
2431,LAR,SF,1627.861,1490.527,0.7621907789655846,0.2378092210344153,1619.56864621,1492.64118904,0.727375598275,0.272624401725,80.0,6,20,1
2432,ARI,NO,1473.439,1401.606,0.6873316891916664,0.3126683108083335,1469.70286888,1401.0531396,0.73743047845,0.26256952155,7.0,24,17,0
2433,NYG,PHI,1414.965,1346.814,0.6827586890587026,0.3172413109412973,1407.21531773,1345.29189583,0.661709772643,0.338290227357,3.0,30,23,0
2434,PIT,BUF,1299.361,1364.285,0.5001093727901728,0.4998906272098272,1298.68968681,1352.11820273,0.470178186204,0.529821813796,0.0,23,10,0
2435,CHI,MIN,1418.11,1656.222,0.2696276033126523,0.7303723966873477,1426.64120933,1652.43740919,0.287326116411,0.7126738835890001,62.0,0,24,1
2436,DAL,ATL,1576.776,1503.513,0.6890980130129857,0.3109019869870143,1574.14574654,1506.27180877,0.698235451002,0.301764548998,78.0,13,0,0
2437,WSH,DET,1470.244,1628.354,0.3691222427038858,0.6308777572961142,1464.92587793,1637.2536209,0.319846299868,0.6801537001319999,72.0,31,10,0
2438,LAC,GB,1494.71,1529.271,0.5436935081875337,0.4563064918124663,1502.69871749,1545.10952219,0.534907407508,0.4650925924919999,58.0,20,22,1
2439,TEN,PIT,1459.956,1325.745,0.7589169182046758,0.2410830817953242,1454.51779483,1326.74895914,0.762866344754,0.237133655246,4.0,3,7,1
2440,SF,NO,1535.99,1389.364,0.7717496544456786,0.2282503455543214,1535.63982187,1391.11833519,0.841697893176,0.158302106824,18.0,20,20,1
2441,DEN,ATL,1495.373,1488.073,0.6025717319922117,0.3974282680077883,1489.80204393,1491.65124584,0.563340746175,0.436659253825,43.0,24,10,0
2442,BUF,MIA,1337.901,1471.275,0.4028528076057375,0.5971471923942625,1324.0589304,1488.4600645,0.35553058391,0.64446941609,11.0,14,33,1
2443,GB,LAR,1541.385,1582.399,0.5344638928851114,0.4655361071148886,1556.97833642,1576.57001338,0.568495842416,0.4315041575839999,79.0,21,31,1
2444,PHI,ARI,1334.374,1485.681,0.3782875587134626,0.6217124412865374,1331.85536634,1479.63767329,0.377535468211,0.6224645317890001,6.0,20,35,1
2445,NE,NYG,1401.234,1427.406,0.5556465126220888,0.4443534873779112,1396.62115678,1420.65184722,0.635531792817,0.364468207183,15.0,0,16,1
2446,CHI,LAC,1402.018,1482.596,0.4775964669656186,0.5224035330343814,1409.42619383,1490.82990325,0.538703433062,0.461296566938,13.0,7,20,1
2447,CIN,KC,1394.094,1655.9,0.2436251331521605,0.7563748668478395,1394.6937256,1654.84646066,0.284822522083,0.7151774779169999,42.0,19,27,1
2448,CLE,DET,1596.965,1587.629,0.6053750620739932,0.3946249379260068,1598.77662201,1592.52928059,0.613783380488,0.386216619512,92.0,24,41,1
2449,NYJ,IND,1506.741,1597.292,0.4632953023200137,0.5367046976799863,1505.89692084,1596.80784717,0.459694893863,0.540305106137,69.0,22,29,1
2450,MIN,DAL,1672.314,1592.216,0.6974641284515625,0.3025358715484375,1669.65242468,1588.76630946,0.647747329936,0.3522526700639999,96.0,54,13,0
2451,OAK,WSH,1584.914,1510.969,0.6899384820477269,0.3100615179522731,1583.6081268,1509.65021824,0.687909638867,0.312090361133,72.0,34,20,0
2452,NYJ,BUF,1487.695,1314.492,0.797575042899293,0.2024249571007069,1487.01458067,1303.85919266,0.677991399489,0.322008600511,2.0,6,10,1
2453,SF,DEN,1527.702,1516.214,0.6083305890169179,0.391669410983082,1525.1395908,1512.85022995,0.626778154388,0.373221845612,62.0,19,14,0
2454,ATL,NO,1467.233,1397.652,0.6845389898567519,0.3154610101432481,1468.60305983,1401.61856626,0.740039957229,0.259960042771,7.0,32,14,0
2455,IND,NE,1616.339,1369.183,0.8577729094485442,0.1422270905514557,1615.69018734,1359.95419352,0.809878968395,0.190121031605,45.0,27,3,0
2456,KC,DAL,1665.727,1570.999,0.7149337515634271,0.2850662484365729,1666.35243444,1563.58461906,0.695282769371,0.304717230629,95.0,16,27,1
2457,MIA,CLE,1494.684,1560.746,0.4984716639044245,0.5015283360955756,1508.65980224,1562.17608736,0.509978551484,0.490021448516,72.0,0,28,1
2458,LAC,TEN,1507.627,1433.095,0.6906608741312905,0.3093391258687095,1519.83495465,1427.42964066,0.767982031053,0.232017968947,17.0,31,31,1
2459,NYG,ARI,1459.457,1505.866,0.526729093979191,0.473270906020809,1457.31881048,1499.9462056,0.529025693815,0.470974306185,33.0,35,17,0
2460,OAK,PIT,1600.709,1352.606,0.8584366724678846,0.1415633275321154,1599.48710864,1353.8371133,0.867117489749,0.1328825102509999,29.0,31,14,0
2461,WSH,CIN,1495.174,1384.267,0.7335290735504997,0.2664709264495003,1493.7712364,1383.18775181,0.741624741363,0.2583752586369999,19.0,20,0,0
